INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,2,2025-01-27,22,0,2DA,SDGE-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.4,2449.57,2DA,26
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,2,2025-01-27,16,0,2DA,SDGE-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.4,2175.91,2DA,26
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,2,2025-01-27,10,0,2DA,SDGE-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.4,2246.26,2DA,26
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,2,2025-01-27,21,0,2DA,SDGE-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.4,2547.12,2DA,26
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,2,2025-01-27,20,0,2DA,SDGE-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.4,2637.16,2DA,26
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,2,2025-01-27,17,0,2DA,SDGE-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.4,2438.18,2DA,26
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,2,2025-01-27,5,0,2DA,SDGE-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.4,1988.73,2DA,26
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,2,2025-01-27,3,0,2DA,SDGE-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.4,1975.07,2DA,26
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,2,2025-01-27,2,0,2DA,SDGE-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.4,2051.56,2DA,26
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,2,2025-01-27,13,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3099.99,2DA,27
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,2,2025-01-27,7,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3926.29,2DA,27
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,2,2025-01-27,8,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3790.02,2DA,27
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,2,2025-01-27,10,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3407.58,2DA,27
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,2,2025-01-27,3,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3030.66,2DA,27
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,2,2025-01-27,18,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3608.66,2DA,27
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,2,2025-01-27,2,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,2985.11,2DA,27
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,2,2025-01-27,5,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3414.32,2DA,27
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,2,2025-01-27,11,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3264.59,2DA,27
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,2,2025-01-27,23,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3261.94,2DA,27
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,2,2025-01-27,9,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3585.26,2DA,27
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,2,2025-01-27,4,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3161.73,2DA,27
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,2,2025-01-27,21,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3573.67,2DA,27
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,2,2025-01-27,22,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3421.19,2DA,27
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,2,2025-01-27,20,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3620.81,2DA,27
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,2,2025-01-27,19,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3640.32,2DA,27
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,2,2025-01-27,16,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3122.07,2DA,27
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,2,2025-01-27,15,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3048.16,2DA,27
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,2,2025-01-27,14,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3056.5,2DA,27
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,2,2025-01-27,6,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3770.56,2DA,27
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,2,2025-01-27,12,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3160.32,2DA,27
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,2,2025-01-27,17,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3369.2,2DA,27
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,2,2025-01-27,24,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,3176.76,2DA,27
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,2,2025-01-27,1,0,2DA,SRP,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,2986.53,2DA,27
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,2,2025-01-27,19,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1355.35,2DA,28
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,2,2025-01-27,18,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1355.43,2DA,28
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,2,2025-01-27,10,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1039.85,2DA,28
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,2,2025-01-27,13,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,888.64,2DA,28
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,2,2025-01-27,15,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,973.24,2DA,28
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,2,2025-01-27,20,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1330.14,2DA,28
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,2,2025-01-27,24,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1130.07,2DA,28
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,2,2025-01-27,8,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1376.64,2DA,28
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,2,2025-01-27,7,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1463,2DA,28
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,2,2025-01-27,11,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,947.96,2DA,28
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,2,2025-01-27,12,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,901.94,2DA,28
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,2,2025-01-27,22,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1225.95,2DA,28
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,2,2025-01-27,2,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1075.41,2DA,28
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,2,2025-01-27,6,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1380.45,2DA,28
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,2,2025-01-27,5,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1252.66,2DA,28
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,2,2025-01-27,14,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,906.37,2DA,28
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,2,2025-01-27,4,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1153.78,2DA,28
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,2,2025-01-27,9,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1192.33,2DA,28
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,2,2025-01-27,17,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1265.95,2DA,28
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,2,2025-01-27,21,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1288.66,2DA,28
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,2,2025-01-27,23,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1162.16,2DA,28
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,2,2025-01-27,3,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1100.09,2DA,28
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,2,2025-01-27,16,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1104.7,2DA,28
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,2,2025-01-27,1,0,2DA,TEPC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,1065.98,2DA,28
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,2,2025-01-27,18,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,310.77,2DA,29
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,2,2025-01-27,2,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,244.99,2DA,29
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,2,2025-01-27,23,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,285.92,2DA,29
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,2,2025-01-27,1,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,248.21,2DA,29
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,2,2025-01-27,3,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,243.96,2DA,29
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,2,2025-01-27,6,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,276.32,2DA,29
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,2,2025-01-27,7,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,307.38,2DA,29
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,2,2025-01-27,8,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,323.94,2DA,29
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,2,2025-01-27,11,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,283.18,2DA,29
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,2,2025-01-27,10,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,299.48,2DA,29
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,2,2025-01-27,20,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,314.39,2DA,29
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,2,2025-01-27,21,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,309.78,2DA,29
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,2,2025-01-27,17,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,288.81,2DA,29
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,2,2025-01-27,19,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,317.11,2DA,29
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,2,2025-01-27,24,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,273.38,2DA,29
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,2,2025-01-27,4,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,247.61,2DA,29
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,2,2025-01-27,14,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,262.62,2DA,29
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,2,2025-01-27,16,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,272.68,2DA,29
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,2,2025-01-27,22,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,299.69,2DA,29
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,2,2025-01-27,5,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,257.16,2DA,29
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,2,2025-01-27,9,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,316.04,2DA,29
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,2,2025-01-27,12,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,270.59,2DA,29
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,2,2025-01-27,13,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,264.03,2DA,29
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,2,2025-01-27,15,0,2DA,TIDC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,264.44,2DA,29
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,2,2025-01-27,20,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,752.02,2DA,30
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,2,2025-01-27,15,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,686.54,2DA,30
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,2,2025-01-27,4,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,581.06,2DA,30
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,2,2025-01-27,5,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,603.74,2DA,30
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,2,2025-01-27,6,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,650.91,2DA,30
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,2,2025-01-27,12,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,739.41,2DA,30
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,2,2025-01-27,18,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,728.8,2DA,30
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,2,2025-01-27,2,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,572.81,2DA,30
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,2,2025-01-27,9,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,797.37,2DA,30
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,2,2025-01-27,10,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,782.16,2DA,30
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,2,2025-01-27,11,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,758.93,2DA,30
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,2,2025-01-27,17,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,688.05,2DA,30
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,2,2025-01-27,21,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,736.71,2DA,30
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,2,2025-01-27,22,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,708.73,2DA,30
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,2,2025-01-27,16,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,678.2,2DA,30
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,2,2025-01-27,19,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,756.37,2DA,30
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,2,2025-01-27,24,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,614.57,2DA,30
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,2,2025-01-27,8,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,776.19,2DA,30
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,2,2025-01-27,14,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,703.14,2DA,30
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,2,2025-01-27,7,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,718.6,2DA,30
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,2,2025-01-27,1,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,584.6,2DA,30
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,2,2025-01-27,3,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,572.31,2DA,30
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,2,2025-01-27,13,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,724.91,2DA,30
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,2,2025-01-27,23,0,2DA,TPWR,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,664.37,2DA,30
2025-01-27T23:00:00-00:00,2025-01-28T00:00:00-00:00,2,2025-01-27,16,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,87.52,2DA,31
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,2,2025-01-27,9,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,105.6,2DA,31
2025-01-28T05:00:00-00:00,2025-01-28T06:00:00-00:00,2,2025-01-27,22,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,98.75,2DA,31
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,2,2025-01-27,23,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,96.1,2DA,31
2025-01-27T11:00:00-00:00,2025-01-27T12:00:00-00:00,2,2025-01-27,4,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,90.22,2DA,31
2025-01-28T02:00:00-00:00,2025-01-28T03:00:00-00:00,2,2025-01-27,19,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,103.05,2DA,31
2025-01-27T12:00:00-00:00,2025-01-27T13:00:00-00:00,2,2025-01-27,5,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,95.38,2DA,31
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,2,2025-01-27,2,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,86.47,2DA,31
2025-01-27T13:00:00-00:00,2025-01-27T14:00:00-00:00,2,2025-01-27,6,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,101.85,2DA,31
2025-01-27T17:00:00-00:00,2025-01-27T18:00:00-00:00,2,2025-01-27,10,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,97.62,2DA,31
2025-01-27T18:00:00-00:00,2025-01-27T19:00:00-00:00,2,2025-01-27,11,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,90.94,2DA,31
2025-01-27T15:00:00-00:00,2025-01-27T16:00:00-00:00,2,2025-01-27,8,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,109.77,2DA,31
2025-01-28T07:00:00-00:00,2025-01-28T08:00:00-00:00,2,2025-01-27,24,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,94.16,2DA,31
2025-01-27T10:00:00-00:00,2025-01-27T11:00:00-00:00,2,2025-01-27,3,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,88.37,2DA,31
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,2,2025-01-27,13,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,82.83,2DA,31
2025-01-27T22:00:00-00:00,2025-01-27T23:00:00-00:00,2,2025-01-27,15,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,83.18,2DA,31
2025-01-28T01:00:00-00:00,2025-01-28T02:00:00-00:00,2,2025-01-27,18,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,101.18,2DA,31
2025-01-28T00:00:00-00:00,2025-01-28T01:00:00-00:00,2,2025-01-27,17,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,96.02,2DA,31
2025-01-27T19:00:00-00:00,2025-01-27T20:00:00-00:00,2,2025-01-27,12,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,86.59,2DA,31
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,2,2025-01-27,14,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,81.75,2DA,31
2025-01-28T04:00:00-00:00,2025-01-28T05:00:00-00:00,2,2025-01-27,21,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,101.28,2DA,31
2025-01-27T08:00:00-00:00,2025-01-27T09:00:00-00:00,2,2025-01-27,1,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,85.58,2DA,31
2025-01-27T14:00:00-00:00,2025-01-27T15:00:00-00:00,2,2025-01-27,7,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,108.69,2DA,31
2025-01-28T03:00:00-00:00,2025-01-28T04:00:00-00:00,2,2025-01-27,20,0,2DA,VEA-TAC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.5,102.04,2DA,31
2025-01-27T09:00:00-00:00,2025-01-27T10:00:00-00:00,2,2025-01-27,2,0,2DA,WALC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,564.61,2DA,32
2025-01-27T16:00:00-00:00,2025-01-27T17:00:00-00:00,2,2025-01-27,9,0,2DA,WALC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,658.51,2DA,32
2025-01-27T20:00:00-00:00,2025-01-27T21:00:00-00:00,2,2025-01-27,13,0,2DA,WALC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,557.21,2DA,32
2025-01-27T21:00:00-00:00,2025-01-27T22:00:00-00:00,2,2025-01-27,14,0,2DA,WALC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,555.75,2DA,32
2025-01-28T06:00:00-00:00,2025-01-28T07:00:00-00:00,2,2025-01-27,23,0,2DA,WALC,Demand Forecast 2-Day Ahead,SYS_FCST_2DA_MW,1.8,610.85,2DA,32
